,comment,sentiment,
7761,make a video on how are you selecting the video for review are you using any sampling technique for the same thanks for the work and share man keep posting,suggestion,
7762,ken name it ashwathama its a hindu mythological god its a man as well an elephant so both characteristics of man and beast good luck,suggestion,
7763,i think r is definitely something worth to learn because if it isnt google would not choose it to include it in data analytics specialization instead of python,suggestion,
7764,i recommend how not to die by michael greger,suggestion,
7765,well if you did quit data science you would aptly qualify for a filmmaking role,suggestion,
7766,need more videos,suggestion,
7767,bhai kunali ko na le jate,suggestion,
7768,i would love to see a similar video for cybersecurity,suggestion,
7769,bro salesforce development parr ek video bano na bhai,suggestion,
7770,piz give us free resources for da,suggestion,
7771,if you want to get to the projects straight away go to but you should listen to what he s got to say,suggestion,
7772,go to all if i could but improving manufacturing with ai a seems the most relevant to me,suggestion,
7773,thank you but not only front end developement please make road map of back end developement also ok nice,suggestion,
7774,if any one want to come kashmir please reply my comment and i will tell you what you have to do in kashmir for enjoy your trip because i m form kashmir i know how to deal with those peoples if any one is interested plzz reply,suggestion,
7775,vote for raistar white vs meh,suggestion,
7776,infinix gt pro bhejdo bhaiya,suggestion,
7777,infinix zero vs gt pro video banao,suggestion,
7778,i am suggesting name very late but if you ask me my suggestion will be tizen really powerful machine your projects will be very happy with you ken,suggestion,
7779,can we learn ml and ds parallel i am interested in both also give suggestions to learn these feilds online,question,
7780,face cam kro bhai,suggestion,
7781,hi ken please create a separate play list for kaggle videos,suggestion,
7782,samsung galaxy m prime edition ke unboxing karo,suggestion,
7783,i would really appreciate if you could put out your advanced portfolio tutorial video soon thanks a lot,suggestion,
7784,infinix note g pro review please,suggestion,
7785,if some of you are getting the accept cookies bar at the bottom then i suggest putting this code right before the while loop timesleep autoaccepts cookies try driverfindelementbycssselectoridonetrustacceptbtnhandlerclick clicking to the x except nosuchelementexception pass timesleep,suggestion,
7786,speed is your friend,normal,
7787,nice video please visit amritsar i would show you around,suggestion,
7788,being a kashmiri i want to suggest all the people visiting kashmir to avoid travel through agents agent has hisher own agents hence making chain of agents and your valued money is siphoned by themengage bargain yourself you will have value for money,suggestion,
7789,bro you should make a short film,suggestion,
7790,need to improve the content i think no proper investigation done before making this video corrections below moto edge fusion is powered by s gen poco x pro base variant is gb not the gb,suggestion,
7791,buldozer atyachar band karwaiye sir parliament me aawaz uthaiye,suggestion,
7792,next episode jaldi lao samay bhai,suggestion,
7793,come to namibia,suggestion,
7794,there are many other beautiful countries not mentioned here such as bulgaria slovakia hungary,suggestion,
7795,sir how are you i m from pakistan please make a course of react vite from begginers to advance please sir love from pakistan,suggestion,
7796,can you please make a detailed tutorial on how to deploy the model using different methods can make a playlist,question,
7797,update video please,suggestion,
7798,come to kashmir,suggestion,
7799,i have to be an expert in python for data analyst,normal,
7800,please genshin impact is not that heavy game according to me if u really want to test heavy game pls check it by playing albion online,suggestion,
7801,vots for trigger insaan react on lisa rockstar mv,suggestion,
7802,jonathan kapda de do,suggestion,
7803,roadmap for software developer,question,
7804,hotals are rooms are avilable there,normal,
7805,i think is by far the most important its pretty easy to get sucked in because everybody else is maybe this is not for you though and thats okay youre not a failure for realizing that and going after something else,suggestion,
7806,great video i would love to see you do live streams and engage with your audience your channel is small enough to talk to your audience but should take advantage of that before it goes big,suggestion,
7807,for statistics i would recommend the books of geoff cumming instead abandon pvalues and embrace confidence intervals if youre new start with introduction to the new statistics otherwise have a look at understanding the new statistics his website is great with cool stuff wwwthenewstatisticscom and he has also made some nice videos wwwyoutubecomusergeoffdcummingvideos check the dance of pvalues or significance roulette,suggestion,
